,loan_paid_back,education_level,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,interest_rate,loan_term,installment,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,income_to_loan_ratio,utilization_ratio,education_encoded,employment_encoded
14340,0,Bachelor's,3659.39,Employed,0.19,727,10473.34,13.84,36,357.14,5,53787.6,8250.58,0,0,0,4.192805733414556,1.8407023180063806,0,0
14341,1,High School,2201.09,Employed,0.17,767,30865.92,9.16,36,983.83,5,26346.74,12588.58,1,0,2,0.8557360350833542,5.733649020713758,1,0
14342,0,Bachelor's,1839.89,Self-employed,0.44,712,21277.1,14.14,60,496.63,7,23127.08,7745.95,3,0,4,1.0376733671411988,4.019158492987441,0,2
14344,1,Bachelor's,4212.11,Self-employed,0.18,794,24295.91,11.3,36,798.87,5,35319.73,29587.55,2,0,2,2.0804044796017105,10.052472088546542,0,2
14345,0,Bachelor's,2422.92,Self-employed,0.21,655,13516.33,10.38,36,438.55,7,28028.1,14903.0,1,0,2,2.1511046267736877,6.380596615539406,0,2
14346,1,Bachelor's,5580.26,Employed,0.13,696,25186.24,11.92,60,559.24,3,98780.97,15348.73,2,0,2,2.6587184113230076,1.8645773573594187,0,0
14347,1,Bachelor's,5173.03,Self-employed,0.01,778,11462.84,9.57,36,367.56,4,47720.8,16104.48,0,0,0,5.415443293285085,4.049675613149821,0,2
14348,0,High School,3139.21,Self-employed,0.3,738,11107.36,9.93,36,358.04,6,60518.64,27918.57,1,0,2,3.391491767620749,5.535862008795967,1,2
14349,1,High School,3274.14,Employed,0.14,737,24274.49,9.79,36,780.88,5,32059.45,7115.99,1,0,2,1.6185584125557322,2.6635478774589085,1,0
14350,1,High School,2790.7,Employed,0.16,671,8429.75,11.15,36,276.58,1,29138.5,21144.31,1,0,2,3.972644503099142,8.707782487087531,1,0
14351,1,High School,2732.82,Student,0.09,704,13823.66,15.14,36,480.15,9,27339.49,25934.18,1,0,2,2.372297929781259,11.38317357053844,1,3
14352,1,Master's,1835.23,Employed,0.25,585,670.93,14.75,60,15.87,1,26923.06,8797.04,2,1,2,32.82422905519205,3.9209688646090006,2,0
14353,1,High School,2174.02,Self-employed,0.05,637,15933.92,13.6,36,541.49,5,31491.34,24343.27,1,0,2,1.6372769538192735,9.276176879103906,1,2
14354,1,Bachelor's,2970.44,Employed,0.37,654,20638.19,10.35,60,442.06,5,49013.0,38822.68,4,0,5,1.7271514604720666,9.505073347887295,0,0
14355,1,Master's,2429.48,Self-employed,0.08,637,500.0,14.01,60,11.64,2,20072.01,10349.51,4,0,5,58.307520000000004,6.187428164892306,2,2
14356,1,Bachelor's,1950.25,Employed,0.23,694,8557.9,14.25,36,293.53,4,20027.02,10712.18,3,0,3,2.7346662148424263,6.418636422193616,0,0
14358,1,Bachelor's,3935.19,Unemployed,0.08,757,23031.21,11.52,36,759.7,4,57067.19,38332.18,0,0,0,2.050360358834816,8.060431221512747,0,4
14359,1,Bachelor's,2522.95,Employed,0.38,792,15641.54,10.11,60,333.18,5,35226.36,22276.92,2,0,3,1.935576675953902,7.5887216277810134,0,0
14360,1,Bachelor's,5866.89,Employed,0.24,829,16821.43,6.75,36,517.48,4,90262.28,24618.21,1,1,1,4.185296969401532,3.2728900710241313,0,0
14361,1,Bachelor's,2433.04,Employed,0.13,671,7782.41,11.92,36,258.19,2,25512.65,4307.94,2,0,2,3.751598797801709,2.026260698124264,0,0
14362,1,Bachelor's,2211.56,Employed,0.24,633,26934.17,14.15,36,922.51,7,22179.74,13670.66,5,0,5,0.9853179065848326,7.396295898869869,0,0
14363,1,High School,1652.27,Employed,0.08,594,500.0,10.21,36,16.18,2,29558.27,25973.58,4,0,4,39.65447999999999,10.54469561310591,1,0
14364,1,Master's,2714.56,Self-employed,0.23,757,13827.37,12.15,36,460.26,9,46824.24,10187.07,2,0,3,2.3558145909164216,2.6107170132392965,2,2
14365,1,High School,4707.83,Employed,0.1,669,17950.88,12.88,36,603.8,4,83585.55,76613.99,2,0,3,3.1471415328942087,10.999124609457018,1,0
14366,1,Bachelor's,4432.67,Employed,0.17,631,3401.27,11.97,36,112.92,3,66764.59,40073.81,2,0,2,15.6388760668809,7.202706105137469,0,0
14367,1,Master's,3792.48,Employed,0.12,724,19614.38,14.56,36,675.72,4,52963.44,37662.62,3,0,3,2.320224243641655,8.533272008011565,2,0
14368,1,Bachelor's,3435.23,Employed,0.34,591,22132.37,13.67,36,752.89,3,48433.84,15072.81,6,0,6,1.8625551624159546,3.7344493023885783,0,0
14369,1,Bachelor's,2409.19,Employed,0.28,687,17960.09,13.75,60,415.58,4,41558.58,29470.8,1,0,1,1.6096957197875956,8.509665152177961,0,0
14370,0,Master's,8064.87,Unemployed,0.3,614,13262.26,14.96,60,315.23,5,55544.6,43319.15,2,0,3,7.2972811572085,9.358781951800896,2,4
14372,0,Bachelor's,2871.87,Employed,0.32,591,24577.23,14.64,36,847.65,5,36375.37,31288.56,2,0,4,1.4022100944654872,10.321894182794567,0,0
14373,1,PhD,3063.54,Self-employed,0.21,641,26504.54,15.72,36,928.16,7,39506.92,7064.31,2,0,2,1.3870257699246995,2.1457435811245222,4,2
14374,1,High School,1000.01,Unemployed,0.06,688,24511.69,13.04,36,826.37,3,17969.8,6582.14,2,0,2,0.4895672228230693,4.395467951785775,1,4
14375,1,Bachelor's,3078.53,Employed,0.38,739,32952.36,13.42,60,756.87,1,23521.04,8101.78,3,0,4,1.1210838920186597,4.133378456054664,0,0
14376,0,Bachelor's,1947.72,Employed,0.06,569,28358.13,15.63,36,991.82,4,34416.89,20140.71,3,0,3,0.8241953894703211,7.022381162272361,0,0
14377,1,Master's,6364.38,Employed,0.03,662,25961.14,11.86,60,575.66,4,104644.83,6404.66,1,0,2,2.941803017895208,0.7344454570760925,2,0
14378,1,Bachelor's,6851.84,Employed,0.36,809,27408.15,10.41,36,889.67,5,81735.4,50282.46,3,0,4,2.9999135293699135,7.3822299762404056,0,0
14379,1,Bachelor's,1415.57,Employed,0.13,730,17588.68,11.69,36,581.6,9,28031.47,2091.52,2,1,2,0.9657825374047398,0.895359394280785,0,0
14380,1,High School,2286.17,Employed,0.14,734,500.0,9.65,60,10.54,8,31443.78,19221.55,2,0,3,54.86808,7.335587515241488,1,0
14381,1,Bachelor's,3351.32,Employed,0.3,767,18037.59,11.06,36,591.04,3,55227.62,27320.58,1,0,1,2.2295572745582977,5.936286227796889,0,0
14382,1,Bachelor's,7390.85,Self-employed,0.03,696,17587.59,11.95,36,583.74,7,127775.28,31127.66,0,1,1,5.042771636136617,2.92335043210236,0,2
14383,1,Master's,6172.43,Employed,0.44,616,16790.45,12.36,60,376.56,3,95360.04,33660.78,3,0,3,4.411386234436837,4.235834632619701,2,0
14384,1,High School,6506.23,Employed,0.21,683,27884.08,9.12,36,888.26,7,114452.79,69267.96,0,0,0,2.7999761871289994,7.262518633228601,1,0
14385,1,High School,2740.59,Self-employed,0.32,643,13932.09,13.87,60,323.24,7,53183.23,14980.68,4,0,5,2.3605273867739873,3.3801662666972274,1,2
14386,1,Bachelor's,6668.25,Student,0.12,641,20169.43,12.75,60,456.34,4,76872.85,25292.58,3,0,3,3.9673406734845753,3.9482204705562496,0,3
14387,1,Bachelor's,1087.5,Employed,0.24,637,30177.71,11.5,36,995.14,5,17846.15,7229.41,3,0,3,0.4324383791878178,4.8611560476629405,0,0
14388,1,High School,4225.76,Employed,0.14,765,19246.45,12.0,36,639.26,4,77706.58,28235.33,2,0,5,2.6347258845137675,4.360299475282531,1,0
14389,1,High School,3123.74,Employed,0.08,752,14496.76,9.44,36,463.97,9,64227.86,26753.51,2,0,2,2.585741917504325,4.998486949432848,1,0
14390,1,Other,8098.96,Employed,0.08,690,35220.23,11.56,36,1162.43,5,56953.42,32107.41,1,0,2,2.759423206492405,6.764983033503519,3,0
14391,0,Bachelor's,2146.04,Unemployed,0.15,652,20474.14,14.53,36,705.04,6,20006.13,12505.24,3,0,5,1.2578052118428418,7.500844991010255,0,4
14392,0,High School,4820.52,Employed,0.3,726,23092.84,9.47,36,739.41,5,83463.57,39458.52,3,0,3,2.5049426575509988,5.6731606376290875,1,0
14394,0,High School,2868.0,Unemployed,0.1,681,28840.18,11.81,60,638.77,6,46757.69,28772.46,4,0,6,1.1933351317502179,7.384229631532268,1,4
14395,1,Bachelor's,3928.47,Employed,0.24,699,21211.74,13.27,60,485.57,3,42121.63,9903.14,3,0,6,2.222431540269681,2.821298226113282,0,0
14396,1,Master's,2961.13,Self-employed,0.24,617,8799.69,13.64,36,299.22,1,44703.52,40418.8,2,0,4,4.038046794830272,10.849830169973194,2,2
14397,1,Master's,2071.24,Employed,0.48,631,28682.55,11.82,60,635.42,7,40438.35,2844.56,6,0,6,0.8665505682026179,0.8441175270504361,2,0
14398,1,Bachelor's,2270.21,Employed,0.23,663,2529.1,15.83,36,88.7,8,25343.91,18488.78,1,0,1,10.771626270214702,8.754188284286046,0,0
14399,0,Master's,4127.84,Unemployed,0.17,659,22363.66,12.29,36,745.89,6,77653.32,31435.61,2,0,2,2.214936195595891,4.857838917898166,2,4
14400,0,Master's,2216.19,Self-employed,0.27,546,12551.08,15.75,36,439.71,4,30592.96,23254.45,2,0,2,2.1188837932671927,9.121490695898665,2,2
14401,1,Bachelor's,3386.96,Employed,0.26,657,7196.93,14.64,36,248.22,4,32597.69,27507.93,4,0,5,5.647341296914101,10.126335945890645,0,0
14402,1,Bachelor's,1913.34,Employed,0.07,757,9888.84,9.28,36,315.75,6,25189.32,17355.73,1,0,1,2.3218173213440605,8.268137448728272,0,0
14403,1,High School,5654.64,Employed,0.19,795,18157.59,13.05,36,612.24,2,48497.18,5588.41,1,0,1,3.7370421955777173,1.3827797822471326,1,0
14404,1,High School,4684.52,Retired,0.27,756,13321.96,11.2,60,290.98,7,66314.11,56023.22,3,0,4,4.2196673762719605,10.137791791219094,1,1
14405,1,Bachelor's,1559.73,Employed,0.16,614,5008.73,12.16,60,111.82,4,29604.01,14202.45,3,0,4,3.7368274991864214,5.756970086147114,0,0
14406,1,Master's,2334.53,Employed,0.19,779,20661.84,9.29,60,431.82,2,24892.33,7865.21,3,0,4,1.355850205015623,3.791630594645017,2,0
14407,0,Bachelor's,2072.64,Unemployed,0.11,638,19460.9,13.2,36,657.59,7,37336.34,28571.22,3,0,4,1.2780333900282104,9.182866879828072,0,4
14408,1,High School,2634.85,Employed,0.11,715,17681.2,14.95,36,612.49,2,30457.31,9915.75,2,0,2,1.7882383548627918,3.9067468532184884,1,0
14409,1,High School,4811.6,Self-employed,0.21,649,6968.34,14.95,36,241.39,5,36854.97,24085.82,1,1,2,8.285933235175092,7.842357218035993,1,2
14410,1,Bachelor's,2015.91,Unemployed,0.09,751,25281.75,12.42,60,567.76,2,20197.85,18859.25,1,0,2,0.9568530659467799,11.204707431731595,0,4
14411,1,Bachelor's,2124.92,Self-employed,0.2,718,5545.22,8.65,36,175.43,3,27120.52,6564.72,4,0,4,4.598382029928479,2.90468766823055,0,2
14412,1,Master's,2526.94,Unemployed,0.04,699,3207.6,13.1,60,73.15,10,41971.69,22763.88,4,0,4,9.453572764683877,6.508352653895995,2,4
14413,1,Master's,3910.24,Unemployed,0.07,767,18456.76,11.88,36,611.97,10,47466.73,37568.92,3,0,5,2.5423140356162186,9.497748001600277,2,4
14414,1,Master's,891.29,Employed,0.3,629,12724.69,13.57,36,432.25,3,13336.66,8820.22,2,0,2,0.8405297103505075,7.936217913630548,2,0
14415,1,Bachelor's,3786.28,Employed,0.02,734,14676.18,9.79,36,472.11,3,52205.93,44525.25,1,0,2,3.0958573688793676,10.234526997220431,0,0
14416,1,Master's,823.64,Retired,0.16,725,23531.42,13.73,60,544.25,3,16938.93,3711.72,1,1,1,0.4200205512459512,2.629483680492215,2,1
14417,1,Bachelor's,2999.23,Employed,0.25,850,500.0,9.02,60,10.38,5,27890.9,7245.97,3,0,3,71.98152,3.117563076128773,0,0
14418,0,High School,2109.95,Student,0.26,616,6731.6,11.26,60,147.24,1,38309.25,23430.75,3,0,3,3.7612751797492416,7.339454570371386,1,3
14419,0,Bachelor's,1083.08,Employed,0.47,687,13423.48,10.0,36,433.14,6,23103.31,12749.21,3,0,3,0.9682258251958508,6.6220173646113905,0,0
14420,1,Bachelor's,5340.62,Employed,0.04,657,4903.98,14.17,36,168.01,6,81778.57,74815.16,3,0,5,13.068454602180271,10.978205170376542,0,0
14421,0,Bachelor's,2288.67,Employed,0.3,561,5627.48,16.36,36,198.85,5,31569.1,26816.28,1,0,2,4.880344310419584,10.1933650309955,0,0
14422,0,Bachelor's,1443.33,Student,0.32,692,17360.86,11.27,36,570.59,3,13252.98,6791.05,2,0,2,0.9976441259246372,6.149001960313832,0,3
14423,0,Bachelor's,3639.13,Employed,0.26,493,19566.03,16.03,36,688.17,6,44744.71,31973.2,2,0,2,2.2319070347944883,8.574832645021054,0,0
14424,1,High School,5639.3,Employed,0.16,633,11751.14,14.58,60,276.97,3,67583.44,22203.6,4,0,4,5.758726387397308,3.9424332351238696,1,0
14425,0,Bachelor's,1450.42,Unemployed,0.26,582,9365.04,13.47,36,317.67,5,29281.76,21237.95,2,0,2,1.858512083237231,8.703554704362034,0,4
14426,0,Bachelor's,5473.36,Employed,0.1,603,18353.64,16.75,36,652.08,4,61511.99,33924.64,3,0,4,3.578599122571871,6.618151680672337,0,0
14427,0,High School,1179.14,Unemployed,0.15,660,1958.9,6.21,36,59.78,6,19014.28,5797.58,1,0,2,7.2232783705140635,3.6588795368533544,1,4
14428,1,Bachelor's,884.3,Employed,0.25,646,18347.32,11.3,60,401.67,4,14701.02,4263.63,2,1,2,0.5783732992066416,3.480272797397731,0,0
14429,1,High School,2478.8,Retired,0.27,850,8214.45,11.04,60,178.77,3,20128.64,9154.46,0,0,1,3.621131055639757,5.457572891164032,1,1
14430,0,Master's,2877.57,Employed,0.2,605,10084.65,16.67,36,357.89,5,53472.72,23663.28,1,0,2,3.4240990019485062,5.310359375771421,2,0
14431,0,Bachelor's,5590.52,Student,0.17,578,23215.83,14.43,36,798.32,1,46734.08,40838.97,1,1,2,2.889676569823263,10.48630121744132,0,3
14432,1,High School,2254.09,Employed,0.05,800,18010.82,6.79,60,354.85,5,25590.29,9653.61,1,0,2,1.5018239036312617,4.526846706309307,1,0
14433,1,Bachelor's,2941.92,Employed,0.09,671,31549.47,10.57,36,1026.48,2,33273.16,12023.26,1,0,1,1.1189741063796,4.336201310605905,0,0
14434,1,Bachelor's,2082.46,Employed,0.27,618,8969.95,14.18,36,307.36,4,16538.22,2239.66,2,0,2,2.7859151946220435,1.625079361624165,0,0
14436,1,Master's,2342.53,Employed,0.12,582,23313.99,13.25,60,533.45,4,42733.31,32414.96,1,0,2,1.205729263845442,9.102489837552953,2,0
14437,1,Bachelor's,2122.58,Self-employed,0.21,780,22814.04,11.82,36,755.79,1,37809.06,22228.5,4,0,4,1.116459864188894,7.054975712170576,0,2
14438,1,High School,2514.25,Self-employed,0.21,646,729.52,12.01,36,24.23,2,39035.52,14273.84,5,0,5,41.357330847680664,4.387954355417835,1,2
14439,0,Master's,2615.21,Unemployed,0.13,627,10317.47,12.23,36,343.82,3,44053.97,18412.23,1,0,1,3.0416875454932266,5.015365471034733,2,4
14440,1,High School,923.25,Retired,0.04,572,500.0,13.53,36,16.97,3,12475.59,10714.94,1,0,1,22.158,10.30646887241405,1,1
14441,1,Other,1729.08,Self-employed,0.14,601,16760.95,14.91,36,580.29,5,34585.11,16398.29,1,0,3,1.2379346039454804,5.689716759611289,3,2
14442,1,Bachelor's,1382.2,Self-employed,0.02,725,20690.86,5.2,36,621.98,7,23755.01,18678.66,4,0,4,0.8016293184526888,9.435648311661414,0,2
14443,0,Master's,1946.78,Unemployed,0.09,694,10936.49,11.36,36,359.91,5,39783.3,35000.03,2,0,4,2.136093024361564,10.55720264533108,2,4
14444,0,Bachelor's,8020.9,Employed,0.2,636,26999.09,10.84,36,881.87,5,148852.82,124285.76,3,0,5,3.564964596954934,10.019488512209575,0,0
14445,1,High School,821.54,Employed,0.12,636,20346.87,15.88,60,493.5,7,21784.52,7242.39,0,0,0,0.48452071497974875,3.98946958666062,1,0
14446,0,Master's,1369.55,Self-employed,0.22,679,20306.26,13.47,36,688.8,7,18452.2,15564.95,1,0,1,0.8093366282121868,10.122337715827923,2,2
14447,1,High School,4149.03,Employed,0.18,570,26656.54,12.11,36,886.78,5,63304.64,26204.41,4,0,5,1.8677727867157552,4.967296552037891,1,0
14448,1,Bachelor's,1828.2,Employed,0.14,653,500.0,15.45,36,17.44,4,34706.36,24123.22,1,1,2,43.8768,8.340795174140993,0,0
14449,1,High School,5413.65,Employed,0.07,649,12374.56,11.57,36,408.48,5,47819.73,13379.17,2,0,2,5.249786659081211,3.3574016415400085,1,0
14450,1,High School,6026.05,Retired,0.08,593,1027.06,16.0,36,36.11,6,86141.63,79773.61,2,0,2,70.40737639475786,11.112899999686563,1,1
14451,0,Bachelor's,997.99,Unemployed,0.17,721,12833.34,9.21,36,409.35,3,10411.97,1386.52,2,1,2,0.9331849697740418,1.5979915424266493,0,4
14452,1,Master's,1364.99,Self-employed,0.17,684,3807.3,8.41,60,77.95,8,32547.68,22475.6,2,0,2,4.302229926719723,8.286526105700927,2,2
14454,0,High School,3977.72,Self-employed,0.32,564,28371.91,18.97,60,735.51,4,41081.35,28981.63,4,0,4,1.682390787225816,8.46563124142707,1,2
14455,1,Master's,1299.41,Employed,0.05,699,7629.05,13.32,60,174.84,5,27669.37,20335.59,2,0,3,2.0438875089296835,8.81939415317371,2,0
14456,0,Bachelor's,1756.2,Unemployed,0.28,652,12501.75,9.81,36,402.28,7,22989.04,6787.58,2,1,3,1.6857159997600337,3.5430344198800814,0,4
14457,1,Bachelor's,4628.3,Employed,0.12,584,9055.44,13.17,36,305.86,3,64340.59,38445.84,5,0,5,6.133285627203096,7.170435956524489,0,0
14458,1,Bachelor's,2865.61,Employed,0.13,706,29330.85,8.79,36,929.85,4,48106.0,5263.29,0,0,0,1.1723942538317165,1.3129231280921299,0,0
14459,1,Bachelor's,3478.26,Employed,0.36,611,17767.31,16.56,36,629.57,7,48308.87,28555.12,1,0,1,2.3492087434732665,7.093137140239463,0,0
14460,1,Bachelor's,2103.66,Self-employed,0.43,731,11692.9,14.45,36,402.2,6,43139.74,34683.26,1,0,2,2.158910107843221,9.647696532246139,0,2
14461,1,High School,2299.41,Self-employed,0.19,621,16809.45,15.48,36,586.66,4,32596.34,11345.19,4,0,4,1.6415123635811997,4.176612466307567,1,2
14462,1,Master's,5822.38,Employed,0.3,606,13326.08,16.44,36,471.41,5,90062.94,79480.54,5,0,5,5.242994188838728,10.5899993937573,2,0
14463,1,Bachelor's,4889.23,Self-employed,0.14,609,8082.37,15.08,36,280.49,9,79468.56,25772.91,1,0,1,7.25910345604074,3.8917896587027623,0,2
14464,0,Bachelor's,1228.0,Unemployed,0.16,700,9737.83,11.06,36,319.08,4,12923.86,5921.83,0,0,0,1.513273491116604,5.498508959397578,0,4
14465,1,High School,2289.18,Employed,0.17,683,30511.02,10.58,36,992.83,3,24331.9,3755.99,2,1,3,0.9003356819929322,1.8523781537816608,1,0
14466,1,Bachelor's,5216.76,Employed,0.08,769,2966.85,10.56,36,96.51,2,88206.66,9856.39,0,0,1,21.10019717882603,1.3409041902278125,0,0
14467,1,High School,549.12,Employed,0.19,599,22214.22,12.74,36,745.71,3,8800.12,2739.18,2,1,3,0.296631617045298,3.7351945200747254,1,0
14468,1,Bachelor's,801.2,Employed,0.11,776,500.0,11.28,36,16.44,9,21607.49,18969.22,2,0,2,19.228800000000003,10.534802515238928,0,0
14470,1,High School,3010.52,Unemployed,0.1,749,11038.14,12.47,36,369.11,9,51863.47,28316.58,2,0,2,3.2728557528714077,6.551797633286011,1,4
14471,1,PhD,2760.64,Self-employed,0.29,721,16030.06,11.76,36,530.59,5,29315.07,20537.69,3,0,4,2.066597380172002,8.407016595901014,4,2
14472,1,High School,4705.43,Retired,0.09,775,14043.57,12.42,36,469.27,7,89304.62,70838.97,2,0,3,4.020712682031706,9.518742031487285,1,1
14473,1,Master's,919.0,Employed,0.15,784,12444.86,11.66,60,274.7,4,13900.67,12339.02,5,0,5,0.8861489803822622,10.651877931063753,2,0
14474,1,High School,3362.61,Self-employed,0.17,687,3373.14,13.94,36,115.19,5,40098.76,30933.99,0,0,0,11.962539355022324,9.25734062599442,1,2
14475,1,Bachelor's,5609.16,Employed,0.18,698,27101.69,7.79,36,846.65,9,49144.1,13801.42,1,0,1,2.4836060039060297,3.3700289556630403,0,0
14476,1,High School,2341.2,Employed,0.06,783,17807.52,8.66,36,563.46,5,29118.49,21690.76,2,0,2,1.5776705571578746,8.938963524550894,1,0
14477,1,Bachelor's,8064.5,Employed,0.23,642,26890.13,11.95,36,892.5,6,137529.26,85525.97,2,0,2,3.5988669448604376,7.462496635261471,0,0
14479,1,Master's,6771.02,Employed,0.07,762,20910.44,12.7,36,701.54,2,92752.79,55971.53,0,2,2,3.885725981854041,7.241381741724427,2,0
14480,1,Bachelor's,3732.28,Employed,0.67,629,8071.09,14.93,36,279.51,8,61645.09,18956.36,2,0,2,5.549109228121605,3.690096323973248,0,0
14481,1,High School,2831.66,Employed,0.09,644,3633.63,10.33,36,117.81,2,38758.76,7356.46,0,0,0,9.351507996136094,2.2776146605309355,1,0
14482,1,Bachelor's,2282.09,Employed,0.17,629,19847.17,13.33,36,671.89,5,36227.69,10995.89,2,0,2,1.3797977243103174,3.6422603814927195,0,0
14483,1,Bachelor's,2905.26,Self-employed,0.11,625,22325.64,15.73,36,781.93,5,49034.65,13958.82,1,0,2,1.561573150870479,3.4160708804896127,0,2
14484,1,Master's,5562.54,Employed,0.11,615,7735.97,13.93,60,179.72,6,88819.98,8080.87,1,1,3,8.628585684794537,1.0917638126016243,2,0
14485,1,Bachelor's,1363.14,Employed,0.07,580,16049.06,14.11,36,549.38,4,24529.8,20101.76,5,0,5,1.0192297866666336,9.833798889513979,0,0
14486,1,Bachelor's,3444.99,Employed,0.13,704,19436.02,18.34,60,497.15,7,34723.71,24309.7,3,0,3,2.1269724974557547,8.401072350851912,0,0
14487,1,Bachelor's,4802.11,Employed,0.15,641,29208.94,12.6,60,658.63,8,72342.11,39912.02,2,0,2,1.9728658417594063,6.620545626883152,0,0
14488,0,Master's,1836.95,Student,0.14,646,23736.97,12.17,36,790.34,3,17916.19,3222.92,1,0,1,0.9286526460622396,2.1586643142319883,2,3
14489,1,Bachelor's,2926.23,Employed,0.09,664,3579.72,14.17,36,122.64,3,37649.13,5572.3,0,0,1,9.809359391237304,1.7760729132386328,0,0
14490,1,Bachelor's,4975.7,Retired,0.17,657,27694.67,13.03,36,933.54,6,68903.28,32920.4,2,0,3,2.1559527519194126,5.733323580532016,0,1
14491,1,Master's,4155.73,Employed,0.14,730,17173.43,8.48,60,352.17,5,72582.07,16014.34,2,0,2,2.9038322571553845,2.6476522369780855,2,0
14492,1,Other,2258.39,Self-employed,0.39,709,14529.9,12.34,36,484.96,5,40280.97,15405.75,5,0,7,1.8651663122251358,4.589487293875991,3,2
14493,1,Master's,1725.24,Employed,0.09,753,7545.87,11.48,36,248.76,3,15246.14,13578.47,2,0,3,2.743604117219088,10.687402844260907,2,0
14494,1,Other,1513.49,Student,0.1,773,20428.85,11.03,60,444.48,8,32553.16,17433.99,1,0,1,0.8890309537737074,6.4266535107498015,3,3
14495,0,Bachelor's,2906.1,Employed,0.43,709,21267.26,11.46,60,467.3,2,31983.08,14276.55,1,0,1,1.639759893846222,5.356538519742313,0,0
14496,1,High School,3969.66,Employed,0.23,556,6705.26,18.18,36,243.02,3,49876.14,32507.85,1,0,1,7.104261430578381,7.821258822354737,1,0
14497,1,High School,2882.4,Employed,0.21,657,12600.25,13.78,36,429.3,5,47446.36,10872.21,6,0,8,2.7450883911033515,2.749768791536379,1,0
14498,0,Master's,1878.26,Unemployed,0.07,631,8117.89,12.06,36,269.86,2,14707.11,2139.07,1,0,1,2.7764751678083837,1.7453354193991888,2,4
14499,1,Master's,4142.02,Employed,0.36,660,10424.47,10.16,36,337.15,5,72096.15,62442.72,1,0,1,4.768035209463887,10.39324069315768,2,0
14500,0,Bachelor's,2808.6,Unemployed,0.43,624,14451.7,13.69,36,491.75,6,54109.27,49219.25,0,0,1,2.332127016198786,10.91552334747817,0,4
14501,1,High School,1752.95,Employed,0.2,850,14016.58,7.51,36,436.07,7,36411.51,23119.78,2,0,2,1.5007512531587592,7.619496142840546,1,0
14502,1,Bachelor's,1516.42,Employed,0.34,528,24518.34,18.23,36,889.23,8,17890.9,11002.78,3,0,4,0.7421807512254093,7.379917164592055,0,0
14503,0,Master's,2526.32,Student,0.31,703,22009.16,11.93,60,488.8,2,42961.44,6411.32,3,0,3,1.3774192199974922,1.7908114811794016,2,3
14504,1,High School,2393.44,Self-employed,0.24,682,10133.71,10.82,36,330.9,6,47038.19,25923.21,4,0,5,2.834231490737351,6.613318242049705,1,2
14505,1,Bachelor's,2423.53,Employed,0.28,752,12460.56,13.92,60,289.42,7,45823.47,15189.25,0,0,0,2.3339528881526994,3.977677814447487,0,0
14506,1,Bachelor's,7732.54,Employed,0.13,731,16680.08,9.81,36,536.73,4,101091.06,49754.49,0,0,0,5.5629517364425105,5.90609970852022,0,0
14507,1,High School,3849.01,Employed,0.44,691,23259.93,14.27,36,798.02,4,60170.58,39140.22,4,0,5,1.985737704283719,7.8058519628695615,1,0
14508,0,Other,3474.78,Unemployed,0.24,745,6132.09,11.94,36,203.5,9,49204.16,31317.5,2,0,2,6.7998610587907224,7.63776883905751,3,4
14509,1,High School,2199.55,Self-employed,0.26,615,17346.57,11.1,60,378.02,4,37431.59,18006.46,2,0,2,1.5216034063218262,5.772597958034911,1,2
14510,1,PhD,3962.53,Self-employed,0.19,674,11489.11,11.07,36,376.52,5,45626.24,23680.58,1,0,2,4.138733113356909,6.228147662397779,4,2
14511,0,Bachelor's,2266.9,Employed,0.1,637,25689.47,15.85,36,901.26,6,46213.39,18889.84,4,0,4,1.0589085722671585,4.905030338609654,0,0
14513,1,Master's,7526.07,Employed,0.12,725,19635.38,13.33,36,664.72,5,81920.09,24844.02,3,0,4,4.599495400649236,3.639256743980628,2,0
14514,1,Master's,1390.79,Employed,0.09,630,22221.52,14.29,60,520.4,1,19120.9,16993.6,2,0,3,0.7510503331905288,10.664937319896028,2,0
14515,1,Master's,1741.94,Employed,0.05,850,12211.65,9.47,36,391.0,7,32347.71,3076.53,1,0,1,1.7117490265443245,1.1412974828820959,2,0
14516,1,Bachelor's,7902.41,Self-employed,0.12,810,12047.8,9.65,60,253.91,5,55403.44,26911.45,1,0,1,7.871056956456781,5.8288330110910085,0,2
14517,1,Master's,2639.87,Employed,0.11,759,22941.78,10.08,60,488.35,7,36529.46,20998.16,2,0,3,1.380818750768249,6.897937171805989,2,0
14518,0,PhD,3863.05,Employed,0.28,718,13835.54,13.42,36,468.98,3,29959.87,11331.48,1,0,1,3.3505450455854997,4.538663218498612,4,0
14519,1,High School,2342.57,Student,0.14,681,19487.85,16.02,60,474.11,5,32835.22,16165.26,1,0,1,1.4424803146575946,5.907775857752742,1,3
14520,1,High School,572.95,Employed,0.02,656,500.0,14.1,36,17.11,3,9306.31,836.91,0,0,0,13.750800000000002,1.0791516723599366,1,0
14521,1,High School,1499.5,Employed,0.03,703,7524.82,12.97,36,253.43,6,17262.32,14575.43,2,0,2,2.391286436087508,10.132193123519897,1,0
14522,0,Master's,3694.98,Unemployed,0.19,747,11331.71,14.1,36,387.84,1,44319.07,6432.77,1,0,3,3.9128922289751507,1.7417612779329532,2,4
