loan_paid_back,education_level,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,interest_rate,loan_term,installment,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies
1,Other,6131.70,Employed,0.18,619,34196.17,7.58,36,1064.97,3,46468.79,12005.12,3,0,3
1,Master's,5147.56,Employed,0.26,698,500.00,10.98,36,16.36,4,40460.33,31630.04,6,0,6
1,Other,1686.38,Employed,0.14,680,16581.72,13.51,60,381.63,3,31495.63,15146.40,1,0,1
1,"High School",1418.66,Employed,0.12,656,25122.48,14.27,36,861.92,4,27219.16,20937.12,1,0,1
1,Bachelor's,1932.29,Employed,0.16,601,32725.84,14.12,36,1120.40,9,33861.76,10339.77,2,0,2
1,"High School",10190.48,Employed,0.38,609,7944.12,17.02,60,197.52,3,103640.26,94888.14,4,1,6
0,"High School",5707.51,Unemployed,0.16,668,5038.56,13.74,36,171.57,4,64460.40,39691.53,4,0,5
1,Bachelor's,4116.98,Retired,0.05,553,500.00,14.99,36,17.33,7,76514.43,40890.65,2,0,2
1,Bachelor's,2108.50,Employed,0.14,738,4294.20,13.08,60,97.88,8,30425.12,8980.37,3,0,3
1,"High School",6950.95,Employed,0.24,764,19990.78,8.33,60,408.51,6,60681.23,52039.57,3,0,3
1,Bachelor's,3300.00,Retired,0.16,713,30387.37,9.52,60,638.49,3,50532.76,4365.71,2,0,2
1,"High School",1049.03,Self-employed,0.06,666,23484.44,12.64,36,787.22,7,21625.63,1096.77,0,0,0
0,Bachelor's,790.27,Unemployed,0.26,660,33817.54,11.34,60,741.02,1,11227.90,5714.21,3,0,3
1,Bachelor's,7428.05,Employed,0.11,740,27473.65,10.39,36,891.54,12,128637.04,91802.63,0,0,0
1,Bachelor's,1702.93,Employed,0.05,685,500.00,15.97,60,12.15,3,26828.43,4521.03,2,0,2
1,Bachelor's,1074.20,Employed,0.18,648,11873.04,13.11,36,400.68,4,20035.63,14296.99,0,0,1
1,Bachelor's,7230.80,Employed,0.14,771,13609.58,9.52,36,436.08,5,62405.23,46999.64,1,1,2
1,Bachelor's,7552.32,Employed,0.20,587,22973.44,14.06,36,785.85,1,68396.09,35937.11,2,0,3
0,Bachelor's,3865.72,Unemployed,0.40,652,8499.34,10.04,36,274.41,3,29793.84,7965.83,2,0,2
1,Bachelor's,763.40,Employed,0.11,689,7182.46,9.52,36,230.14,4,9762.62,1949.26,0,0,0
1,Bachelor's,1513.87,Self-employed,0.05,700,10673.65,12.23,60,238.67,3,29228.92,13231.46,3,0,4
0,Master's,2168.47,Unemployed,0.21,602,16638.54,12.47,36,556.38,2,18140.74,6978.86,2,0,2
1,"High School",7774.58,Employed,0.28,735,16451.94,9.60,36,527.77,4,55169.32,12480.55,1,0,1
0,Master's,4092.13,Employed,0.30,507,7582.51,12.44,36,253.44,5,69327.97,27748.45,4,0,4
1,Bachelor's,1703.04,Employed,0.14,848,14470.86,9.94,36,466.53,7,36297.09,5805.88,3,2,3
1,Master's,5171.18,Self-employed,0.16,672,9286.20,10.31,60,198.72,5,71671.97,28800.15,1,0,1
1,PhD,2382.96,Employed,0.15,712,20401.64,9.77,36,656.10,5,28166.07,12584.10,2,0,2
1,PhD,1288.18,Self-employed,0.10,717,500.00,13.61,36,16.99,11,33530.55,23414.50,2,0,2
1,Bachelor's,3973.90,Retired,0.21,697,10232.62,16.75,36,363.55,4,32014.59,9691.50,0,0,1
1,"High School",7035.88,Employed,0.07,749,22054.62,13.09,36,744.06,4,48591.66,37930.88,1,0,2
1,Bachelor's,1754.40,Self-employed,0.15,648,7973.62,14.00,36,272.52,4,34109.00,24455.74,3,0,3
0,"High School",1984.27,Employed,0.35,620,19740.08,12.73,36,662.56,8,37803.49,24338.48,2,0,3
1,Master's,1831.10,Employed,0.20,650,25671.25,12.54,36,859.29,4,25320.58,4603.68,2,0,3
1,Master's,2163.61,Employed,0.34,595,22848.38,10.02,60,485.69,4,21589.45,4039.82,1,0,2
1,Master's,2885.48,Employed,0.06,834,22249.44,4.85,36,665.34,7,55994.63,21399.06,1,0,1
1,Bachelor's,2929.72,Student,0.11,683,10842.68,13.24,36,366.59,5,33724.02,4524.77,2,1,2
1,Bachelor's,3089.48,Employed,0.04,715,11885.65,12.63,36,398.36,2,29078.62,21876.96,3,0,3
1,"High School",1767.47,Retired,0.07,684,19594.44,8.26,60,399.75,0,22052.80,1947.45,0,0,1
1,Bachelor's,5241.82,Self-employed,0.14,760,4359.35,10.92,60,94.61,3,36568.82,5012.17,2,0,2
0,Bachelor's,747.95,Unemployed,0.14,647,9004.26,10.83,60,195.01,9,16503.54,9097.92,1,0,1
0,Bachelor's,1619.78,Unemployed,0.25,636,14305.24,13.05,36,482.34,7,17760.59,2937.70,6,0,7
0,Master's,1817.56,Employed,0.37,535,13810.16,15.91,36,484.91,4,17348.65,10584.81,5,0,5
1,Master's,1808.28,Employed,0.06,843,25568.68,9.84,36,823.11,3,18781.57,13646.92,1,0,1
1,Bachelor's,2821.95,Employed,0.14,640,20947.92,10.38,36,679.67,6,43720.85,20597.14,3,0,4
1,Bachelor's,3556.30,Employed,0.17,718,14912.08,9.54,60,313.47,9,31104.33,23417.69,2,0,2
0,Bachelor's,2145.30,Self-employed,0.23,644,20396.89,12.64,36,683.72,7,28532.76,8406.55,2,0,3
1,Bachelor's,1954.90,Employed,0.10,805,9742.81,10.44,36,316.39,2,19509.54,3680.09,0,0,3
1,"High School",1575.61,Employed,0.28,736,9099.58,9.89,36,293.15,5,23056.47,3774.68,3,0,5
1,Bachelor's,5894.19,Employed,0.06,808,9827.11,11.41,60,215.68,7,76693.87,14172.93,1,0,2
1,Bachelor's,2506.97,Employed,0.10,686,15827.16,13.63,36,538.09,7,34065.61,5157.05,3,0,3
1,Other,1468.69,Employed,0.20,756,6585.76,8.12,60,133.91,3,12856.63,3080.04,0,0,2
1,Bachelor's,2608.15,Self-employed,0.18,675,6277.03,9.58,60,132.07,4,36400.61,23872.04,2,2,2
1,Other,1726.55,Self-employed,0.29,747,10153.30,8.59,36,320.94,8,20683.50,1190.46,5,0,5
1,"High School",2467.22,Employed,0.24,780,35628.55,12.27,36,1187.98,9,51685.95,7446.37,2,0,3
1,Bachelor's,5416.65,Employed,0.42,679,1462.99,9.43,36,46.82,5,66629.60,21846.56,4,0,4
1,Other,7340.36,Employed,0.33,696,27376.84,12.45,36,915.20,9,94288.82,49580.51,3,0,3
1,Bachelor's,3160.29,Employed,0.12,629,17933.11,18.99,36,657.27,2,49089.76,16120.03,1,0,1
1,Bachelor's,2075.27,Retired,0.08,715,17768.02,6.89,36,547.73,2,25028.87,8352.13,3,0,3
1,Bachelor's,3066.86,Employed,0.23,724,17900.59,11.25,60,391.44,3,39682.73,27985.10,1,0,2
0,Master's,3553.14,Employed,0.27,545,16270.76,13.65,36,553.33,7,32759.15,21659.71,3,0,3
0,Other,2694.65,Unemployed,0.12,730,12665.77,10.63,60,273.05,5,47531.47,28739.01,2,0,4
1,Bachelor's,4390.76,Self-employed,0.08,760,9553.41,10.17,36,309.02,3,32549.17,16524.62,3,0,3
0,Master's,4658.89,Unemployed,0.09,533,4352.78,11.41,36,143.35,8,65042.09,35753.43,5,0,5
1,Other,877.30,Employed,0.20,850,9797.15,8.93,36,311.23,5,16353.81,8324.56,0,0,0
1,"High School",4517.27,Employed,0.38,625,16114.66,10.96,60,350.05,5,62196.10,8130.42,3,0,6
0,Bachelor's,5713.63,Unemployed,0.20,644,19214.54,10.19,36,621.71,5,84691.06,78517.19,2,0,2
1,Other,6446.87,Employed,0.21,776,1106.56,13.48,36,37.54,2,44724.35,31555.24,2,0,2
1,Bachelor's,3132.72,Self-employed,0.20,521,14687.41,13.07,36,495.37,5,37091.79,23902.92,3,0,3
1,Bachelor's,11590.64,Employed,0.12,752,25660.08,12.76,36,861.63,6,189105.06,16820.56,3,0,3
1,Bachelor's,2334.37,Unemployed,0.13,752,14502.92,11.92,36,481.15,6,45411.64,28446.10,3,0,4
1,"High School",1150.24,Employed,0.08,712,17984.01,14.72,60,425.20,6,16618.59,4877.86,0,0,1
1,Master's,1229.20,Unemployed,0.08,713,16690.39,10.59,36,543.19,1,16563.47,7191.13,1,0,3
1,Bachelor's,3144.90,Employed,0.07,685,17512.77,16.76,60,432.98,6,46368.02,37900.69,3,0,3
0,Bachelor's,4614.37,Unemployed,0.23,665,20479.14,15.13,60,488.60,3,32749.35,2177.32,5,0,5
1,Bachelor's,2048.60,Self-employed,0.02,693,6092.32,13.62,36,207.10,2,15942.63,5080.64,4,0,6
1,Bachelor's,10211.40,Employed,0.13,664,16336.25,13.43,36,553.82,3,183935.39,122485.08,1,0,1
0,Bachelor's,1485.96,Unemployed,0.22,587,9431.83,15.07,36,327.28,7,22334.32,17580.59,4,1,4
1,Bachelor's,500.00,Employed,0.12,529,7896.67,14.23,36,270.77,4,7111.16,823.29,1,0,2
1,Bachelor's,10197.01,Employed,0.08,669,21749.26,7.90,60,439.96,5,167391.18,133859.22,1,0,2
0,Bachelor's,1389.50,Employed,0.21,491,8728.73,17.54,60,219.47,3,22192.22,5921.52,0,0,1
1,"High School",1726.67,Employed,0.02,689,12481.49,10.78,36,407.33,4,24926.95,11071.03,4,0,6
1,Master's,4369.20,Employed,0.23,721,7266.41,14.67,36,250.72,6,69843.75,54640.20,2,0,2
1,Bachelor's,2592.09,Self-employed,0.26,615,18719.55,10.95,36,612.41,5,41054.35,11899.08,3,0,3
1,"High School",2725.78,Employed,0.06,640,25067.35,12.67,36,840.64,7,53857.26,29711.09,0,0,0
1,Master's,2458.81,Employed,0.15,780,15472.52,10.94,36,506.11,6,30329.61,6417.65,1,1,1
0,"High School",1793.22,Unemployed,0.22,590,5284.17,15.43,36,184.29,4,30810.90,21818.82,4,0,5
1,Bachelor's,4871.73,Self-employed,0.13,767,999.69,7.54,36,31.11,8,39815.76,2474.08,0,0,0
1,Master's,2255.40,Retired,0.17,650,8949.92,13.73,36,304.71,4,17984.08,13267.40,2,0,2
1,"High School",5382.58,Employed,0.35,658,20043.17,12.86,36,673.98,3,68964.55,6168.06,1,0,1
0,"High School",3118.74,Employed,0.15,596,14730.20,11.83,36,488.06,3,23477.79,5069.79,1,0,1
1,"High School",1651.33,Employed,0.15,768,11032.00,8.00,36,345.70,6,26279.40,9293.29,1,0,1
1,Other,2150.09,Employed,0.12,738,3669.15,9.14,36,116.92,7,31187.02,24881.73,0,0,0
0,Master's,3051.84,Self-employed,0.34,627,15943.57,14.68,60,376.62,1,28906.24,23657.47,4,0,4
1,Bachelor's,1968.50,Employed,0.28,625,14390.35,10.21,36,465.76,4,38317.59,20999.06,0,0,0
1,Bachelor's,3931.14,Employed,0.07,533,16197.55,20.14,36,603.12,6,46110.77,41114.14,2,0,4
1,Bachelor's,3647.50,Employed,0.26,724,17755.95,8.98,60,368.41,5,49461.85,28009.29,2,0,2
1,Bachelor's,1285.36,Employed,0.24,693,9411.59,14.86,60,223.21,3,24164.73,12517.52,0,0,0
1,"High School",4205.67,Self-employed,0.04,547,22558.20,14.40,36,775.38,7,63097.70,38309.70,2,0,2
1,"High School",4596.36,Employed,0.18,683,8942.20,11.20,60,195.32,5,44670.35,31398.53,2,0,3
1,Master's,2379.92,Self-employed,0.37,768,500.00,10.84,36,16.33,3,27772.56,13467.44,2,0,3
1,PhD,1595.31,Employed,0.12,721,5816.85,7.70,60,117.11,6,17744.14,11292.57,2,0,5
1,"High School",3668.40,Employed,0.22,588,7702.93,13.45,60,177.04,5,62917.26,45964.83,1,0,2
1,"High School",2202.09,Employed,0.22,704,17812.02,12.80,36,598.44,6,21808.69,5705.19,1,0,2
0,"High School",1023.56,Unemployed,0.47,773,12115.65,14.69,36,418.16,6,20626.54,2958.83,2,0,3
1,Bachelor's,2615.06,Employed,0.33,770,9331.78,9.87,36,300.54,6,21825.77,9461.72,2,0,3
1,"High School",4186.00,Employed,0.21,613,16879.21,15.11,36,586.03,9,54409.91,15951.37,2,0,2
1,"High School",1874.45,Self-employed,0.04,588,26428.04,14.44,36,908.91,2,25445.39,17274.72,3,0,3
1,Bachelor's,1200.74,Employed,0.27,684,1930.25,11.72,60,42.66,8,22499.34,19254.99,2,0,3
1,"High School",2441.82,Employed,0.05,675,17833.21,16.10,36,627.84,5,22989.30,15892.27,2,0,2
1,"High School",3195.78,Self-employed,0.14,628,13297.68,14.18,60,310.66,5,34013.72,7664.19,3,0,4
1,Bachelor's,4495.15,Self-employed,0.15,544,6192.37,17.04,36,220.90,11,77595.80,46776.06,1,0,1
1,Bachelor's,6714.58,Employed,0.11,750,500.00,12.42,36,16.71,4,101472.15,74235.53,0,0,1
1,Master's,1776.83,Employed,0.08,607,30081.55,10.99,36,984.69,5,24951.97,16009.80,0,0,0
1,Bachelor's,2565.04,Employed,0.22,587,21926.99,15.40,36,764.41,6,37429.54,28981.40,3,0,4
1,"High School",3022.65,Student,0.09,782,33886.48,9.19,36,1080.58,4,40104.63,14243.84,1,2,1
0,Bachelor's,2560.71,Self-employed,0.20,635,10628.91,13.94,36,362.96,5,47770.55,35195.70,0,0,0
0,Master's,1077.36,Employed,0.06,637,16212.41,15.53,36,566.23,9,25819.56,8286.35,0,0,0
0,"High School",2668.72,Employed,0.16,586,7895.61,14.23,36,270.74,2,20324.15,7134.58,2,0,3
1,"High School",7989.47,Employed,0.26,726,17209.29,10.01,60,365.73,7,63150.00,40277.62,1,0,1
1,"High School",1878.23,Student,0.05,683,17798.45,12.39,36,594.48,9,21780.79,7912.51,4,0,4
1,Other,2455.65,Employed,0.13,776,16169.55,11.31,60,354.07,3,34005.27,19942.51,0,0,1
1,Other,17249.22,Self-employed,0.14,702,23045.10,12.75,60,521.40,4,125110.14,101858.36,2,1,3
1,Bachelor's,4694.65,Employed,0.23,634,4746.07,14.47,36,163.29,6,50381.04,31037.80,1,0,1
1,"High School",1966.16,Self-employed,0.02,583,10181.87,15.87,36,357.31,4,17409.13,6320.82,1,0,1
1,Master's,1512.36,Employed,0.09,697,23171.56,11.37,36,762.67,7,19227.22,2374.14,3,0,3
1,Bachelor's,2079.99,Self-employed,0.04,606,3504.30,12.36,36,117.00,7,41279.21,31244.16,3,0,4
1,Master's,1070.01,Retired,0.16,629,10448.59,11.22,36,343.16,7,24411.24,16673.81,1,0,1
1,Master's,2107.18,Employed,0.07,734,34448.28,7.08,60,683.42,5,42648.96,17346.46,0,0,2
1,Bachelor's,5767.04,Retired,0.04,736,13660.10,8.35,36,430.27,3,48302.25,24428.55,1,0,1
1,PhD,4731.65,Employed,0.15,653,6912.81,11.00,36,226.32,3,64221.33,46801.75,2,0,2
1,PhD,2243.62,Unemployed,0.14,830,45058.11,8.87,36,1430.11,6,26290.41,9595.18,0,0,0
1,Bachelor's,4191.42,Employed,0.18,697,10699.65,9.62,36,343.34,5,77264.92,8125.61,0,0,1
1,Bachelor's,4275.04,Employed,0.07,557,8762.79,12.92,36,294.92,8,59076.39,53818.83,2,0,3
1,Bachelor's,4086.58,Self-employed,0.30,654,47865.22,16.11,36,1685.40,1,53729.31,37884.28,3,0,4
1,Bachelor's,3650.74,Employed,0.36,552,16650.62,18.20,36,603.63,5,40139.45,37080.23,3,0,3
1,Bachelor's,1846.93,Employed,0.16,658,27014.27,9.98,60,573.71,2,21208.12,4352.09,0,0,0
0,Bachelor's,4161.32,Self-employed,0.21,657,16026.45,12.19,60,358.04,4,37162.77,2417.85,2,0,2
1,Bachelor's,2242.82,Employed,0.20,497,15412.32,17.58,60,387.86,5,30993.39,16763.93,0,0,1
1,Bachelor's,2763.85,Retired,0.11,754,22130.60,14.40,36,760.68,7,30500.85,10393.48,2,2,3
1,Other,4616.45,Employed,0.14,774,6411.68,12.43,36,214.28,3,79708.79,14664.46,1,0,1
1,"High School",6523.12,Employed,0.19,802,12710.42,8.85,36,403.30,1,69836.30,4965.24,5,0,7
1,Bachelor's,2224.16,Employed,0.28,645,500.00,11.34,36,16.45,6,20192.69,16953.26,5,0,5
0,Master's,3573.07,Employed,0.22,660,19311.45,13.90,36,659.08,7,65950.46,26912.74,5,0,5
0,"High School",2280.72,Unemployed,0.21,750,27566.66,11.92,60,612.09,3,21792.62,3743.56,1,0,2
1,Other,917.72,Retired,0.09,751,18486.37,8.10,36,580.15,2,12280.44,3434.40,3,0,3
1,Bachelor's,6471.71,Employed,0.21,651,34248.49,11.27,36,1125.64,11,104813.84,69611.14,3,0,4
1,PhD,3915.31,Employed,0.12,767,16349.69,10.10,36,528.33,3,39030.08,25301.17,2,0,2
1,Master's,1740.98,Employed,0.07,770,12643.69,11.55,60,278.39,2,21477.58,4965.07,2,0,3
1,Master's,3750.21,Self-employed,0.16,747,17948.86,11.47,36,591.63,5,63257.18,56772.21,1,0,1
1,"High School",5544.55,Retired,0.06,694,12150.50,11.13,36,398.54,7,103855.34,39528.30,1,0,2
0,Bachelor's,1938.52,Employed,0.35,663,18209.55,11.42,36,599.79,10,33433.52,3947.82,0,0,0
0,"High School",3046.21,Unemployed,0.06,627,13614.61,13.36,60,312.29,7,52192.72,40474.14,2,0,2
0,Master's,3420.44,Student,0.11,664,500.00,14.12,60,11.67,5,26500.95,4392.30,4,0,4
0,Bachelor's,1488.61,Employed,0.28,675,500.00,9.76,60,10.56,8,23135.79,6185.37,2,0,2
1,"High School",2101.89,Employed,0.07,732,18515.98,11.76,60,409.64,6,39223.42,12824.67,1,0,1
1,Bachelor's,3407.78,Employed,0.13,645,15470.22,12.64,60,349.15,4,29438.32,22158.70,4,0,4
1,"High School",3288.47,Self-employed,0.16,791,26879.34,11.27,36,883.44,6,45558.30,33829.17,0,0,0
0,Master's,3087.49,Unemployed,0.19,723,12261.29,10.45,36,398.23,8,56155.53,3423.49,4,0,5
1,Bachelor's,6217.81,Employed,0.14,660,12587.20,9.73,60,265.77,5,100491.41,37408.72,0,0,1
1,"High School",6080.11,Employed,0.15,721,15165.98,10.16,36,490.50,5,104304.63,11999.99,1,0,1
1,Bachelor's,3640.57,Employed,0.27,819,19843.06,9.06,36,631.56,8,65162.25,26853.82,1,0,2
1,"High School",1693.32,Self-employed,0.09,696,26946.90,11.06,36,882.97,2,17176.08,13216.54,1,0,2
1,"High School",4326.43,Employed,0.07,723,16732.70,12.59,36,560.49,7,35437.99,19553.96,2,0,2
1,"High School",1546.87,Employed,0.10,750,6407.64,9.34,36,204.78,6,15719.74,4784.81,4,0,5
1,Other,1769.12,Self-employed,0.14,685,8307.78,11.77,36,275.03,3,14658.61,6069.46,1,0,3
1,Bachelor's,2191.40,Employed,0.13,705,20912.08,13.13,36,705.92,5,30572.84,27372.53,1,0,1
0,Bachelor's,1982.67,Employed,0.40,592,3504.18,14.87,36,121.25,6,21205.81,15466.15,2,0,2
0,Bachelor's,3731.20,Unemployed,0.15,639,17267.61,13.63,36,587.07,7,40382.55,8432.83,2,0,3
1,Bachelor's,4030.24,Employed,0.21,661,6374.83,12.92,36,214.55,6,72754.93,14515.74,1,0,1
1,"High School",1473.16,Employed,0.22,603,5593.73,14.49,36,192.51,5,28844.77,3275.73,1,0,1
1,"High School",4203.61,Self-employed,0.18,468,18118.23,15.72,60,437.91,4,43157.42,15469.32,3,0,3
1,"High School",3010.32,Employed,0.10,768,12781.10,13.62,36,434.47,8,32567.17,8942.24,2,0,2
0,"High School",1167.65,Employed,0.47,691,500.00,12.17,36,16.65,2,9981.56,5753.34,2,0,2
1,Bachelor's,11375.64,Employed,0.13,779,13298.78,9.72,60,280.73,8,82045.63,26772.69,2,0,2
1,"High School",2706.30,Self-employed,0.05,561,6438.03,18.95,36,235.83,4,34047.11,31975.81,3,1,3
1,Bachelor's,2208.70,Employed,0.08,706,9303.80,10.62,60,200.53,9,29293.38,5384.69,3,0,5
1,"High School",1948.31,Unemployed,0.13,752,2512.08,9.62,36,80.61,4,33193.63,28832.98,2,1,4
1,Bachelor's,1882.86,Employed,0.09,778,15817.34,12.31,36,527.71,3,20331.83,6034.90,1,0,1
0,Master's,3503.19,Unemployed,0.03,570,20001.49,11.60,36,660.52,5,63145.77,16367.61,4,0,6
1,"High School",1708.18,Employed,0.04,509,6113.14,12.88,36,205.62,2,14391.50,8020.31,3,0,3
1,"High School",2765.75,Self-employed,0.27,728,22304.63,9.42,36,713.65,4,40291.03,11767.28,3,0,3
1,Bachelor's,1538.48,Retired,0.19,752,15332.64,9.86,36,493.73,7,33417.25,15645.55,0,0,0
1,"High School",6232.84,Employed,0.05,673,22272.32,11.79,60,493.08,2,102383.87,55283.61,1,0,1
1,"High School",3324.72,Employed,0.10,751,16617.30,12.18,60,371.16,5,58367.92,34719.67,1,0,2
1,"High School",1963.00,Employed,0.13,793,16884.45,6.12,60,327.37,4,17455.80,15572.80,3,0,3
1,PhD,803.75,Employed,0.42,687,18673.35,9.27,36,596.16,3,15464.03,8664.46,1,0,1
1,Master's,1568.72,Employed,0.17,606,13809.42,11.32,36,454.20,6,21177.18,17580.52,2,0,3
1,Other,1736.31,Employed,0.40,762,19843.10,12.72,36,665.92,4,20036.13,1315.14,2,0,2
1,Bachelor's,2073.52,Employed,0.49,749,8683.28,14.26,60,203.22,3,24817.65,8358.97,2,0,2
0,Master's,7525.62,Employed,0.31,719,18408.94,10.52,36,598.51,10,101771.56,50656.89,3,0,4
0,Master's,3568.78,Employed,0.42,682,9519.55,17.37,36,341.15,9,51556.12,17131.87,3,0,3
1,Master's,2738.33,Employed,0.23,729,3164.95,12.55,36,105.95,7,49097.49,28791.00,1,0,1
1,"High School",3769.90,Employed,0.07,730,23938.05,9.31,60,500.52,5,58402.91,18914.17,1,0,1
1,Bachelor's,5402.22,Student,0.12,705,17802.56,10.51,36,578.71,5,95081.29,8661.52,1,0,2
1,Bachelor's,4553.90,Employed,0.19,759,500.00,14.08,36,17.11,6,39463.79,6219.98,5,0,5
1,Bachelor's,4962.90,Self-employed,0.10,701,24149.13,10.20,36,781.49,3,45986.51,4800.69,1,0,2
1,Bachelor's,2948.95,Employed,0.23,624,15840.66,12.32,60,354.93,7,44409.79,31946.41,3,0,3
1,Master's,4690.05,Self-employed,0.31,771,15204.63,12.25,36,506.83,6,76991.91,71181.51,4,0,4
1,Other,567.85,Retired,0.04,646,31198.75,12.56,36,1044.61,5,10716.36,4024.48,0,0,0
1,Master's,5124.76,Unemployed,0.10,763,12008.24,13.27,36,406.17,4,42606.74,23673.29,2,0,2
1,Master's,2655.95,Employed,0.03,786,13253.93,9.25,60,276.74,2,49138.15,15756.55,0,0,0
0,Bachelor's,2033.58,Unemployed,0.13,646,10327.09,12.82,60,234.02,3,17370.43,6258.65,2,0,2
0,Bachelor's,3789.47,Employed,0.28,597,38931.51,11.30,36,1280.11,7,61276.48,5727.65,2,0,2
1,Bachelor's,4307.99,Employed,0.03,762,15544.46,10.39,60,333.26,7,44065.04,4251.23,1,0,1
1,Bachelor's,13415.22,Employed,0.10,758,26599.41,11.75,60,588.33,5,241326.92,160795.37,2,0,2
1,PhD,3424.56,Employed,0.13,710,27088.37,10.21,36,876.74,4,54215.27,43239.24,2,0,3
1,PhD,2310.34,Employed,0.22,653,6942.87,17.33,36,248.67,7,22718.76,8749.50,2,0,2
1,Bachelor's,2939.29,Employed,0.32,672,23277.67,14.92,36,806.02,9,61898.66,22746.48,3,0,5
1,Master's,4187.19,Retired,0.38,704,10941.48,10.91,36,357.74,7,39999.82,20196.88,3,0,4
0,Bachelor's,719.76,Unemployed,0.14,672,13409.49,10.44,36,435.46,4,15235.53,12813.53,2,0,3
1,Bachelor's,3593.99,Employed,0.21,600,7092.64,14.59,36,244.45,5,30488.31,17087.69,5,0,5
1,Master's,5168.29,Employed,0.08,677,15423.36,12.48,60,346.84,8,84467.89,32911.23,2,0,3
1,Bachelor's,2628.53,Employed,0.12,787,13078.24,9.47,60,274.48,2,46344.86,6307.34,1,1,2
1,"High School",2679.98,Employed,0.15,711,22059.34,10.43,36,716.25,7,26263.11,4347.21,1,0,1
1,Bachelor's,1289.70,Self-employed,0.17,740,10473.91,10.57,36,340.77,4,16656.87,13476.19,2,0,3
1,Bachelor's,1859.18,Employed,0.55,805,5864.51,5.55,60,112.15,10,41953.46,35929.12,3,0,4
1,"High School",1953.40,Employed,0.16,850,20370.59,8.33,60,416.27,6,30510.89,14653.45,1,1,1
0,Bachelor's,3941.44,Unemployed,0.19,655,24573.68,11.39,36,809.06,4,35823.69,12499.40,1,0,2
1,Other,4700.28,Employed,0.05,702,21395.83,12.81,60,484.74,8,80924.49,14767.31,3,0,3
0,Master's,7022.93,Unemployed,0.13,620,23867.96,12.63,36,799.96,6,109090.70,25731.71,5,0,6
1,Bachelor's,3748.19,Self-employed,0.19,678,14911.10,12.78,60,337.60,3,27393.54,20152.99,3,0,3
1,Master's,1074.04,Employed,0.15,618,500.00,13.33,36,16.93,1,17275.17,5572.63,2,0,2
1,"High School",6659.01,Self-employed,0.02,768,500.00,11.45,36,16.48,3,96054.40,68913.52,3,0,4
0,Master's,1514.38,Student,0.28,578,21898.52,17.32,36,784.23,4,29217.99,9604.57,1,0,1
1,Bachelor's,2997.08,Self-employed,0.11,796,12808.73,9.84,60,271.14,5,40467.68,32426.10,0,0,0
1,Master's,1853.16,Employed,0.11,598,7103.11,15.33,60,170.22,7,29958.77,22570.16,4,0,4
1,Bachelor's,2704.26,Employed,0.35,714,19819.68,12.65,36,664.47,9,45462.70,25416.15,5,0,5
1,"High School",4470.22,Employed,0.09,635,28498.48,12.60,60,642.61,3,36151.92,33454.65,3,0,5
1,Master's,3522.67,Employed,0.10,679,19485.08,13.69,60,450.26,9,61735.82,52734.68,5,0,5
1,Bachelor's,1857.37,Employed,0.23,720,31769.31,11.95,60,705.89,3,22730.57,5809.55,1,0,1
1,Master's,4521.88,Employed,0.29,759,5230.96,8.18,36,164.35,7,57980.68,13635.58,3,0,3
1,"High School",9188.98,Employed,0.02,658,29728.75,13.55,36,1009.57,5,148256.63,47605.97,1,0,1
1,Bachelor's,3140.70,Employed,0.09,622,2270.46,12.07,60,50.59,5,45630.57,40824.77,3,0,3
1,"High School",2084.61,Self-employed,0.19,704,500.00,13.90,60,11.61,5,41505.87,2778.58,1,0,1
1,Master's,5116.56,Employed,0.08,700,8850.76,10.66,36,288.34,5,68422.64,11962.46,4,0,6
1,Other,1698.66,Employed,0.23,702,15767.11,10.28,60,337.18,6,31436.20,6783.75,2,0,3
1,"High School",2926.72,Retired,0.34,628,23160.63,11.35,36,762.09,6,32825.22,20899.06,0,0,0
1,Master's,2268.13,Self-employed,0.05,763,21354.00,11.61,36,705.29,7,29473.43,18187.58,2,0,2
1,"High School",8228.45,Retired,0.10,531,13200.96,14.13,60,308.05,5,116957.30,63453.28,1,0,1
1,Master's,3094.89,Employed,0.10,654,16923.02,13.85,36,577.16,6,56693.13,12193.46,1,0,1
1,"High School",2134.39,Employed,0.38,660,22324.20,8.36,36,703.27,6,35213.78,4710.96,3,0,3
0,"High School",2282.43,Employed,0.23,649,13053.75,13.14,36,440.71,7,28678.98,14228.88,4,0,4
0,"High School",672.60,Unemployed,0.23,652,21611.44,12.64,36,724.43,9,19018.98,4566.51,1,0,2
1,Master's,2490.72,Employed,0.26,656,4070.56,9.32,60,85.13,7,49967.61,27283.53,2,0,2
1,"High School",3607.06,Self-employed,0.08,636,22060.37,10.86,60,478.11,3,58013.74,48773.93,2,0,2
1,Bachelor's,2465.43,Self-employed,0.16,600,15652.49,12.95,36,527.02,5,37318.71,14490.14,2,0,2
1,Bachelor's,1637.13,Employed,0.19,658,17747.74,13.29,36,600.47,9,38190.75,21566.23,1,1,1
1,Bachelor's,4636.29,Student,0.07,680,23178.53,11.59,36,765.33,3,64790.22,55902.32,0,0,2
1,Bachelor's,3015.03,Employed,0.29,617,13835.83,11.26,36,454.67,5,40592.12,4218.78,0,0,1
